country,year,nitrous_oxide,co2_emissions,agricultural_land,greenhouse_gas_emissions,cereal_yield,population_growth,arable_land,urban_population,GDP,fresh_water
Kenya,1993,,0.230782893552769,,,,,,,,
Kenya,1992,,0.241323282225388,,,,,,,,
Kenya,1991,,0.246255628812076,,,,,,,,
Kenya,1990,,0.265086291848178,,,,,,,,
Nepal,2020,,,,,,,,,,
Nepal,2019,,0.466487528837777,,,,,,,,
Nepal,2018,,0.532856948931301,,,,,,,,
Nepal,2017,,0.442813430213782,,,,,,,,
Nepal,2016,,0.373638072959712,,,,,,,,
Nepal,2015,,0.260409830641996,,,,,,,,
Nepal,2014,,0.259630492812202,,,,,,,,
Nepal,2013,,0.22241250186806,,,,,,,,
Nepal,2012,,0.219533393480605,,,,,,,,
Nepal,2011,,0.190710911597279,,,,,,,,
Nepal,2010,,0.170829608854511,,,,,,,,
Nepal,2009,,0.143560461187262,,,,,,,,
Nepal,2008,,0.11122873037117,,,,,,,,
Nepal,2007,,0.100697566739574,,,,,,,,
Nepal,2006,,0.0987971926044597,,,,,,,,
Nepal,2005,,0.121361487824113,,,,,,,,
Nepal,2004,,0.108060441658783,,,,,,,,
Nepal,2003,,0.117587929720673,,,,,,,,
Nepal,2002,,0.110136600250205,,,,,,,,
Nepal,2001,,0.1386436190216,,,,,,,,
Nepal,2000,,0.13111016103748,,,,,,,,
Nepal,1999,,0.129229164189257,,,,,,,,
Nepal,1998,,0.0978765513433388,,,,,,,,
Nepal,1997,,0.0941959103748709,,,,,,,,
Nepal,1996,,0.0860253979453711,,,,,,,,
Nepal,1995,,0.0851805138725209,,,,,,,,
Nepal,1994,,0.0798357365954766,,,,,,,,
Nepal,1993,,0.066298782091373,,,,,,,,
Nepal,1992,,0.0594141676125837,,,,,,,,
Nepal,1991,,0.0586167082754224,,,,,,,,
Nepal,1990,,0.0479187705470845,,,,,,,,
Saudi Arabia,2020,,,,,,,,,,
Saudi Arabia,2019,,14.6195533262224,,,,,,,,
Saudi Arabia,2018,,14.8854312069014,,,,,,,,
Saudi Arabia,2017,,15.9409254096253,,,,,,,,
Saudi Arabia,2016,,16.7951114971465,,,,,,,,
Saudi Arabia,2015,,17.2577900954351,,,,,,,,
Saudi Arabia,2014,,16.8252305089881,,,,,,,,
Saudi Arabia,2013,,15.9838012680912,,,,,,,,
Saudi Arabia,2012,,15.9781098960783,,,,,,,,
Saudi Arabia,2011,,15.3816070777772,,,,,,,,
Saudi Arabia,2010,,15.1683354356939,,,,,,,,
Saudi Arabia,2009,,14.2723246756497,,,,,,,,
Saudi Arabia,2008,,14.2039941396935,,,,,,,,
Saudi Arabia,2007,,13.4325409736516,,,,,,,,
Saudi Arabia,2006,,13.2152117724042,,,,,,,,
Saudi Arabia,2005,,12.9229694697128,,,,,,,,
Saudi Arabia,2004,,12.6740109905565,,,,,,,,
Saudi Arabia,2003,,12.3032209824663,,,,,,,,
Saudi Arabia,2002,,12.0339922155873,,,,,,,,
Saudi Arabia,2001,,11.504610016631,,,,,,,,
Saudi Arabia,2000,,11.5865541023762,,,,,,,,
Saudi Arabia,1999,,11.4004700694823,,,,,,,,
Saudi Arabia,1998,,11.4250377822434,,,,,,,,
Saudi Arabia,1997,,11.0375082184473,,,,,,,,
Saudi Arabia,1996,,11.2131303618495,,,,,,,,
Saudi Arabia,1995,,10.8439594836257,,,,,,,,
Saudi Arabia,1994,,11.2350448029806,,,,,,,,
Saudi Arabia,1993,,11.3893729406631,,,,,,,,
Saudi Arabia,1992,,11.6912162533598,,,,,,,,
Saudi Arabia,1991,,11.2841891175576,,,,,,,,
Saudi Arabia,1990,,10.7099367856931,,,,,,,,
Sweden,2020,,,,,,,,,,
Sweden,2019,,3.4050379189887,,,,,,,,
Sweden,2018,,3.53899174224082,,,,,,,,
Sweden,2017,,3.8070342652491,,,,,,,,
Sweden,2016,,3.90805871150926,,,,,,,,
Sweden,2015,,3.99931163942689,,,,,,,,
Sweden,2014,,4.0304825162931,,,,,,,,
Sweden,2013,,4.22275005138102,,,,,,,,
Sweden,2012,,4.42676161159845,,,,,,,,
Sweden,2011,,4.71785341605218,,,,,,,,
Sweden,2010,,5.13215551466415,,,,,,,,
Sweden,2009,,4.61148915371059,,,,,,,,
Sweden,2008,,5.0056202349267,,,,,,,,
Sweden,2007,,5.15298702610866,,,,,,,,
Sweden,2006,,5.38516321789139,,,,,,,,
Sweden,2005,,5.56061783265837,,,,,,,,
Sweden,2004,,5.95872746228238,,,,,,,,
Sweden,2003,,6.16193231529798,,,,,,,,
Sweden,2002,,6.05268959896099,,,,,,,,
Sweden,2001,,5.90155531274871,,,,,,,,
Sweden,2000,,6.00533649890911,,,,,,,,
Sweden,1999,,6.4643050917184,,,,,,,,
Sweden,1998,,6.59362461125747,,,,,,,,
Sweden,1997,,6.48650212942211,,,,,,,,
Sweden,1996,,7.19941345988315,,,,,,,,
Sweden,1995,,6.59685084489652,,,,,,,,
Sweden,1994,,6.66116599445719,,,,,,,,
Sweden,1993,,6.48042721728964,,,,,,,,
Sweden,1992,,6.54701907587932,,,,,,,,
Sweden,1991,,6.29426014302499,,,,,,,,
Sweden,1990,,6.23332497939264,,,,,,,,
Eswatini,2020,,,,,,,,,,
Eswatini,2019,,0.820784292361942,,,,,,,,
Eswatini,2018,,0.784193440890813,,,,,,,,
Eswatini,2017,,0.77297873500281,,,,,,,,
Eswatini,2016,,0.735214292018335,,,,,,,,
Eswatini,2015,,0.679050652705721,,,,,,,,
Eswatini,2014,,0.666154467898016,,,,,,,,
Eswatini,2013,,0.670649430082114,,,,,,,,
Eswatini,2012,,0.611816706152138,,,,,,,,
Eswatini,2011,,0.59708462247159,,,,,,,,
Eswatini,2010,,0.590952047565407,,,,,,,,
Eswatini,2009,,0.639335956509692,,,,,,,,
Eswatini,2008,,0.578050588814838,,,,,,,,
Eswatini,2007,,0.608851619384768,,,,,,,,
Eswatini,2006,,0.603116699520886,,,,,,,,
Eswatini,2005,,0.615737145765542,,,,,,,,
Eswatini,2004,,0.59112523525999,,,,,,,,
Eswatini,2003,,0.595014903925519,,,,,,,,
Eswatini,2002,,0.590021597424815,,,,,,,,
Eswatini,2001,,0.585752201852129,,,,,,,,
Eswatini,2000,,0.669580473868894,,,,,,,,
Eswatini,1999,,0.667733731355008,,,,,,,,
Eswatini,1998,,0.616818450432668,,,,,,,,
Eswatini,1997,,0.595518070440704,,,,,,,,
Eswatini,1996,,0.472479603774496,,,,,,,,
Eswatini,1995,,0.660673068553745,,,,,,,,
Eswatini,1994,,0.639589320745656,,,,,,,,
Eswatini,1993,,0.618804741932202,,,,,,,,
Eswatini,1992,,0.626915198910465,,,,,,,,
Eswatini,1991,,0.629417159710108,,,,,,,,
Eswatini,1990,,0.65572925875662,,,,,,,,
Tajikistan,2020,,,,,,,,,,
Tajikistan,2019,,1.00888904890509,,,,,,,,
Tajikistan,2018,,0.950906527773238,,,,,,,,
Tajikistan,2017,,0.825721723434653,,,,,,,,
Tajikistan,2016,,0.697968847964956,,,,,,,,
Tajikistan,2015,,0.574843252022824,,,,,,,,
Tajikistan,2014,,0.550061074039429,,,,,,,,
Tajikistan,2013,,0.39328418686452,,,,,,,,
Tajikistan,2012,,0.379569505451914,,,,,,,,
Tajikistan,2011,,0.328845146275018,,,,,,,,
Tajikistan,2010,,0.321447269421446,,,,,,,,
Tajikistan,2009,,0.3226844892709,,,,,,,,
Tajikistan,2008,,0.415038194006743,,,,,,,,
Tajikistan,2007,,0.454900127292256,,,,,,,,
Tajikistan,2006,,0.381159290604546,,,,,,,,
Tajikistan,2005,,0.356465340039822,,,,,,,,
Tajikistan,2004,,0.38228524017697,,,,,,,,
Tajikistan,2003,,0.32671452686001,,,,,,,,
Tajikistan,2002,,0.325600716388938,,,,,,,,
Tajikistan,2001,,0.335475696736212,,,,,,,,
Tajikistan,2000,,0.350709501262395,,,,,,,,
Tajikistan,1999,,0.410368095334648,,,,,,,,
Tajikistan,1998,,0.449908678283623,,,,,,,,
Tajikistan,1997,,0.410327233516575,,,,,,,,
Tajikistan,1996,,0.371131287693021,,,,,,,,
Tajikistan,1995,,0.424260750995618,,,,,,,,
Tajikistan,1994,,0.523777337429594,,,,,,,,
Tajikistan,1993,,0.904192971919649,,,,,,,,
Tajikistan,1992,,1.35956810640627,,,,,,,,
Tajikistan,1991,,1.83035275594973,,,,,,,,
Tajikistan,1990,,2.03401342965673,,,,,,,,
United Arab Emirates,2020,,,5.48859476203886,,,,,,,
United Arab Emirates,2019,,,5.49704308645452,,,,,,,
United Arab Emirates,2018,,,5.37524640946212,,,,,,,
United Arab Emirates,2017,,,5.40411151788229,,,,,,,
United Arab Emirates,2016,,,5.40411151788229,,,,,,,
United Arab Emirates,2015,,,5.39003097718952,,,,,,,
United Arab Emirates,2014,,,5.3858068149817,,,,,,,
United Arab Emirates,2013,,,5.34215713883413,,,,,,,
United Arab Emirates,2012,,,5.30413967896367,,,,,,,
United Arab Emirates,2011,,,5.47029005913827,,,,,,,
United Arab Emirates,2010,,,5.52379611377077,,,,,,,
United Arab Emirates,2009,,,5.46184173472261,,,,,,,
United Arab Emirates,2008,,,7.5978597578147,,,,,,,
United Arab Emirates,2007,,,7.49929597296536,,,,,,,
United Arab Emirates,2006,,,7.58377921712194,,,,,,,
United Arab Emirates,2005,,,7.84286116586877,,,,,,,
United Arab Emirates,2004,,,7.80061954379048,,,,,,,
United Arab Emirates,2003,,,7.80061954379048,,,,,,,
United Arab Emirates,2002,,,7.96958603210363,,,,,,,
United Arab Emirates,2001,,,7.91326386933258,,,,,,,
United Arab Emirates,2000,,,7.70205575894114,,,,,,,
United Arab Emirates,1999,,,7.2655589974655,,,,,,,
United Arab Emirates,1998,,,5.60405519571952,,,,,,,
United Arab Emirates,1997,,,5.56181357364123,,,,,,,
United Arab Emirates,1996,,,5.44916924809913,,,,,,,
United Arab Emirates,1995,,,5.39284708532808,,,,,,,
United Arab Emirates,1994,,,5.23796113770769,,,,,,,
United Arab Emirates,1993,,,4.99859194593072,,,,,,,
United Arab Emirates,1992,,,4.77330329484652,,,,,,,
United Arab Emirates,1991,,,4.36496761475641,,,,,,,
United Arab Emirates,1990,,,4.01295409743734,,,,,,,
Armenia,2020,,,58.8689848963822,,,,,,,
Armenia,2019,,,58.9041095890411,,,,,,,
Armenia,2018,,,58.9146469968388,,,,,,,
Armenia,2017,,,58.872497365648,,,,,,,
Armenia,2016,,,58.8970846505093,,,,,,,
Armenia,2015,,,58.8935721812434,,,,,,,
Armenia,2014,,,59.0340709518792,,,,,,,
Armenia,2013,,,59.1148577449947,,,,,,,
Armenia,2012,,,59.1148577449947,,,,,,,
Armenia,2011,,,59.6452406041447,,,,,,,
Armenia,2010,,,60.9413417632596,,,,,,,
Armenia,2009,,,61.3382507903056,,,,,,,
Armenia,2008,,,61.4260625219529,,,,,,,
Armenia,2007,,,61.5349490691956,,,,,,,
Armenia,2006,,,61.6930101861609,,,,,,,
Armenia,2005,,,56.3751317175975,,,,,,,
Armenia,2004,,,52.8626624517035,,,,,,,
Armenia,2003,,,50.7200561995083,,,,,,,
Armenia,2002,,,48.8584474885845,,,,,,,
Armenia,2001,,,46.6455918510713,,,,,,,
Armenia,2000,,,46.4699683877766,,,,,,,
Armenia,1999,,,46.4699683877766,,,,,,,
Armenia,1998,,,46.6455918510713,,,,,,,
Armenia,1997,,,46.7860906217071,,,,,,,
Armenia,1996,,,45.8728486125746,,,,,,,
Armenia,1995,,,43.6951176677204,,,,,,,
Armenia,1994,,,42.1496311907271,,,,,,,
Armenia,1993,,,41.4822620302072,,,,,,,
Armenia,1992,,,41.0958904109589,,,,,,,
Armenia,1991,,,41.0958904109589,,,,,,,
Armenia,1990,,,41.0958904109589,,,,,,,
Belgium,2020,,,45.066357331572,,,,,,,
Belgium,2019,,,44.7959907529723,,,,,,,
Belgium,2018,,,44.7159841479524,,,,,,,
Belgium,2017,,,43.8243064729194,,,,,,,
Belgium,2016,,,44.6103038309115,,,,,,,
Belgium,2015,,,43.8573315719947,,,,,,,
Belgium,2014,,,43.9663143989432,,,,,,,
Belgium,2013,,,44.1380449141347,,,,,,,
Belgium,2012,,,43.9894319682959,,,,,,,
Belgium,2011,,,44.1116248348745,,,,,,,
Belgium,2010,,,44.7721268163804,,,,,,,
Belgium,2009,,,45.0330250990753,,,,,,,
Belgium,2008,,,45.0891677675033,,,,,,,
Belgium,2007,,,45.1420079260238,,,,,,,
Belgium,2006,,,45.5746367239102,,,,,,,
Belgium,2005,,,45.6737120211361,,,,,,,
Belgium,2004,,,45.947820343461,,,,,,,
Belgium,2003,,,45.9775429326288,,,,,,,
Belgium,2002,,,45.8751651254954,,,,,,,
Belgium,2001,,,45.7992073976222,,,,,,,
Belgium,2000,,,45.891677675033,,,,,,,
Belgium,1999,,,46.3436928702011,,,,,,,
Belgium,1998,,,46.2522851919561,,,,,,,
Belgium,1997,,,46.0085313833029,,,,,,,
Belgium,1996,,,45.734308348568,,,,,,,
Belgium,1995,,,45.551492992078,,,,,,,
Belgium,1994,,,45.460085313833,,,,,,,
Belgium,1993,,,45.1858622790981,,,,,,,
Belgium,1992,,,44.8202315661182,,,,,,,
Belgium,1991,,,43.3577087141987,,,,,,,
Belgium,1990,,,43.9670932358318,,,,,,,
France,2020,,,52.1475462828527,,,,,,,
France,2019,,,52.2706969320089,,,,,,,
France,2018,,,52.3417653321937,,,,,,,
France,2017,,,52.410066897145,,,,,,,
France,2016,,,52.4475461002233,,,,,,,
France,2015,,,52.4637617636155,,,,,,,
France,2014,,,52.5360830014044,,,,,,,
France,2013,,,52.549232317366,,,,,,,
France,2012,,,52.6790818124871,,,,,,,
France,2011,,,52.7408105457514,,,,,,,
France,2010,,,52.8279247639972,,,,,,,
France,2009,,,52.9988658714983,,,,,,,
France,2008,,,53.1635975797953,,,,,,,
France,2007,,,53.338921792617,,,,,,,
France,2006,,,53.5336047206044,,,,,,,
France,2005,,,53.675507755357,,,,,,,
France,2004,,,53.7987132168301,,,,,,,
France,2003,,,53.9083390676934,,,,,,,
France,2002,,,54.0768526956519,,,,,,,
France,2001,,,54.2642270260991,,,,,,,
France,2000,,,54.4360781420356,,,,,,,
France,1999,,,54.6584338691592,,,,,,,
France,1998,,,54.7513906999339,,,,,,,
France,1997,,,54.860236026342,,,,,,,
France,1996,,,54.963785187539,,,,,,,
France,1995,,,55.0622208099115,,,,,,,
France,1994,,,55.1621174433767,,,,,,,
France,1993,,,55.3199066413912,,,,,,,
France,1992,,,55.4897491809207,,,,,,,
France,1991,,,55.673471325831,,,,,,,
France,1990,,,55.8705251969626,,,,,,,
"Hong Kong SAR, China",2020,,,3.80952380952381,,,,,,,
"Hong Kong SAR, China",2019,,,4.76190476190476,,,,,,,
"Hong Kong SAR, China",2018,,,4.76190476190476,,,,,,,
"Hong Kong SAR, China",2017,,,4.85714285714286,,,,,,,
"Hong Kong SAR, China",2016,,,4.76190476190476,,,,,,,
"Hong Kong SAR, China",2015,,,4.85714285714286,,,,,,,
"Hong Kong SAR, China",2014,,,4.85714285714286,,,,,,,
"Hong Kong SAR, China",2013,,,4.85714285714286,,,,,,,
"Hong Kong SAR, China",2012,,,4.85714285714286,,,,,,,
"Hong Kong SAR, China",2011,,,5.23809523809524,,,,,,,
"Hong Kong SAR, China",2010,,,5.23809523809524,,,,,,,
"Hong Kong SAR, China",2009,,,5.71428571428571,,,,,,,
"Hong Kong SAR, China",2008,,,5.71428571428571,,,,,,,
"Hong Kong SAR, China",2007,,,5.71428571428571,,,,,,,
"Hong Kong SAR, China",2006,,,5.71428571428571,,,,,,,
"Hong Kong SAR, China",2005,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",2004,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",2003,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",2002,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",2001,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",2000,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",1999,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",1998,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",1997,,,6.66666666666667,,,,,,,
"Hong Kong SAR, China",1996,,,7.61904761904762,,,,,,,
"Hong Kong SAR, China",1995,,,7.61904761904762,,,,,,,
"Hong Kong SAR, China",1994,,,8.08080808080808,,,,,,,
"Hong Kong SAR, China",1993,,,8.08080808080808,,,,,,,
"Hong Kong SAR, China",1992,,,8.08080808080808,,,,,,,
"Hong Kong SAR, China",1991,,,8.08080808080808,,,,,,,
"Hong Kong SAR, China",1990,,,8.08080808080808,,,,,,,
Indonesia,2020,,,33.1820876379946,,,,,,,
Indonesia,2019,,,33.1820876379946,,,,,,,
Indonesia,2018,,,33.1820876379946,,,,,,,
Indonesia,2017,,,33.1820876379946,,,,,,,
Indonesia,2016,,,32.0635903018824,,,,,,,
Indonesia,2015,,,30.5189987424894,,,,,,,
Indonesia,2014,,,30.3592134087591,,,,,,,
Indonesia,2013,,,30.3592134087591,,,,,,,
Indonesia,2012,,,30.0929045192086,,,,,,,
Indonesia,2011,,,30.0929045192086,,,,,,,
Indonesia,2010,,,29.6135485180177,,,,,,,
Indonesia,2009,,,29.6135485180177,,,,,,,
Indonesia,2008,,,28.761360071456,,,,,,,
Indonesia,2007,,,28.228742292355,,,,,,,
Indonesia,2006,,,27.4298156237034,,,,,,,
Indonesia,2005,,,27.6141013752724,,,,,,,
Indonesia,2004,,,28.4236803995059,,,,,,,
Indonesia,2003,,,27.1667024408275,,,,,,,
Indonesia,2002,,,25.6620572148671,,,,,,,
Indonesia,2001,,,25.4058680631195,,,,,,,
Indonesia,2000,,,25.1273089646496,,,,,,,
Indonesia,1999,,,25.3244423345496,,,,,,,
Indonesia,1998,,,24.2204275849125,,,,,,,
Indonesia,1997,,,24.027225003726,,,,,,,
Indonesia,1996,,,23.7186528812025,,,,,,,
Indonesia,1995,,,23.7241729549507,,,,,,,
Indonesia,1994,,,23.1683015285084,,,,,,,
Indonesia,1993,,,23.1931418603753,,,,,,,
Indonesia,1992,,,22.8260569561209,,,,,,,
Indonesia,1991,,,22.9215542319645,,,,,,,
Indonesia,1990,,,24.8861484789437,,,,,,,
Kenya,2020,,,48.5469304564782,,,,,,,
Kenya,2019,,,48.5469304564782,,,,,,,
Kenya,2018,,,48.5469304564782,,,,,,,
Kenya,2017,,,48.5469304564782,,,,,,,
Kenya,2016,,,48.5469304564782,,,,,,,
Kenya,2015,,,48.5469304564782,,,,,,,
Kenya,2014,,,48.5469304564782,,,,,,,
Kenya,2013,,,48.5469304564782,,,,,,,
Kenya,2012,,,48.7226341497698,,,,,,,
Kenya,2011,,,48.5469304564782,,,,,,,
Kenya,2010,,,48.0022490072741,,,,,,,
Kenya,2009,,,47.9407527146221,,,,,,,
Kenya,2008,,,47.5893453280388,,,,,,,
Kenya,2007,,,47.5629897740451,,,,,,,
Kenya,2006,,,47.5348771831184,,,,,,,
Kenya,2005,,,47.4435112626067,,,,,,,
Kenya,2004,,,47.4259408932776,,,,,,,
Kenya,2003,,,47.2186105351934,,,,,,,
Kenya,2002,,,47.1202164669501,,,,,,,
Kenya,2001,,,47.1571142425414,,,,,,,
Kenya,2000,,,46.8619320378114,,,,,,,
Kenya,1999,,,47.2221246090593,,,,,,,
Kenya,1998,,,46.4876831711003,,,,,,,
Kenya,1997,,,46.7266401939769,,,,,,,
Kenya,1996,,,46.4753839125698,,,,,,,
Kenya,1995,,,47.8230312401167,,,,,,,
Kenya,1994,,,47.8476297571775,,,,,,,
Kenya,1993,,,47.1588712794743,,,,,,,
Kenya,1992,,,47.5665038479109,,,,,,,
Kenya,1991,,,47.2238816459922,,,,,,,
Kenya,1990,,,47.0358786941702,,,,,,,
Nepal,2020,,,28.7478200209278,,,,,,,
Nepal,2019,,,28.7478200209278,,,,,,,
Nepal,2018,,,28.7478200209278,,,,,,,
Nepal,2017,,,28.7478200209278,,,,,,,
Nepal,2016,,,28.7478200209278,,,,,,,
Nepal,2015,,,28.7478200209278,,,,,,,
Nepal,2014,,,28.7478200209278,,,,,,,
Nepal,2013,,,28.7478200209278,,,,,,,
Nepal,2012,,,28.7478200209278,,,,,,,
Nepal,2011,,,28.7868852459016,,,,,,,
Nepal,2010,,,28.782699686083,,,,,,,
Nepal,2009,,,28.8803627485176,,,,,,,
Nepal,2008,,,28.9640739448901,,,,,,,
Nepal,2007,,,29.0617370073247,,,,,,,
Nepal,2006,,,29.1942797349145,,,,,,,
Nepal,2005,,,29.3128705964423,,,,,,,
Nepal,2004,,,29.424485524939,,,,,,,
Nepal,2003,,,29.4872689222183,,,,,,,
Nepal,2002,,,29.5849319846529,,,,,,,
Nepal,2001,,,29.7104987792117,,,,,,,
Nepal,2000,,,29.6414370422044,,,,,,,
Nepal,1999,,,29.6265734265734,,,,,,,
Nepal,1998,,,29.5482517482517,,,,,,,
Nepal,1997,,,29.4699300699301,,,,,,,
Nepal,1996,,,29.3916083916084,,,,,,,
Nepal,1995,,,29.3132867132867,,,,,,,
Nepal,1994,,,29.234965034965,,,,,,,
Nepal,1993,,,29.1566433566434,,,,,,,
Nepal,1992,,,29.0783216783217,,,,,,,
Nepal,1991,,,29.0,,,,,,,
Nepal,1990,,,28.9818181818182,,,,,,,
Saudi Arabia,2020,,,80.7539305202145,,,,,,,
Saudi Arabia,2019,,,80.7539305202145,,,,,,,
Saudi Arabia,2018,,,80.7539305202145,,,,,,,
Saudi Arabia,2017,,,80.7540008559374,,,,,,,
Saudi Arabia,2016,,,80.7683898608636,,,,,,,
Saudi Arabia,2015,,,80.7730416943838,,,,,,,
Saudi Arabia,2014,,,80.7443398815643,,,,,,,
Saudi Arabia,2013,,,80.6139489879936,,,,,,,
Saudi Arabia,2012,,,80.6372081555945,,,,,,,
Saudi Arabia,2011,,,80.6572110397313,,,,,,,
Saudi Arabia,2010,,,80.6655843400676,,,,,,,
Saudi Arabia,2009,,,80.6790746572762,,,,,,,
Saudi Arabia,2008,,,80.7428047765027,,,,,,,
Saudi Arabia,2007,,,80.7907186617605,,,,,,,
Saudi Arabia,2006,,,80.7902534784085,,,,,,,
Saudi Arabia,2005,,,80.8102563625453,,,,,,,
Saudi Arabia,2004,,,80.8065348957292,,,,,,,
Saudi Arabia,2003,,,80.8479362140588,,,,,,,
Saudi Arabia,2002,,,80.8456102972987,,,,,,,
Saudi Arabia,2001,,,80.8446799305946,,,,,,,
Saudi Arabia,2000,,,80.8418888304825,,,,,,,
Saudi Arabia,1999,,,80.8418888304825,,,,,,,
Saudi Arabia,1998,,,77.5856053663552,,,,,,,
Saudi Arabia,1997,,,73.8641385502096,,,,,,,
Saudi Arabia,1996,,,70.6078550860822,,,,,,,
Saudi Arabia,1995,,,67.3515716219548,,,,,,,
Saudi Arabia,1994,,,64.0952881578274,,,,,,,
Saudi Arabia,1993,,,60.8390046937,,,,,,,
Saudi Arabia,1992,,,57.5645790788439,,,,,,,
Saudi Arabia,1991,,,57.5301555107946,,,,,,,
Saudi Arabia,1990,,,57.4413054905591,,,,,,,
Sweden,2020,,,7.37947833353596,,,,,,,
Sweden,2019,,,7.37761126098893,,,,,,,
Sweden,2018,,,7.36634329022193,,,,,,,
Sweden,2017,,,7.39330060221358,,,,,,,
Sweden,2016,,,7.41674708031197,,,,,,,
Sweden,2015,,,7.43498868578537,,,,,,,
Sweden,2014,,,7.45341050724985,,,,,,,
Sweden,2013,,,7.4534350567843,,,,,,,
Sweden,2012,,,7.44219137000395,,,,,,,
Sweden,2011,,,7.51976789888145,,,,,,,
Sweden,2010,,,7.54579040540365,,,,,,,
Sweden,2009,,,7.52983320800796,,,,,,,
Sweden,2008,,,7.55094580763918,,,,,,,
Sweden,2007,,,7.66166420803079,,,,,,,
Sweden,2006,,,7.73334884863911,,,,,,,
Sweden,2005,,,7.85879696970366,,,,,,,
Sweden,2004,,,7.74095920432013,,,,,,,
Sweden,2003,,,7.68081284490562,,,,,,,
Sweden,2002,,,7.70830832349511,,,,,,,
Sweden,2001,,,7.49718232718294,,,,,,,
Sweden,2000,,,7.30127704223281,,,,,,,
Sweden,1999,,,7.84112130489613,,,,,,,
Sweden,1998,,,7.93195458237928,,,,,,,
Sweden,1997,,,8.00069327885301,,,,,,,
Sweden,1996,,,8.09398150978164,,,,,,,
Sweden,1995,,,8.02033290641693,,,,,,,
Sweden,1994,,,8.23882376306557,,,,,,,
Sweden,1993,,,8.23882376306557,,,,,,,
Sweden,1992,,,8.20936432171968,,,,,,,
Sweden,1991,,,8.24373366995655,,,,,,,
Sweden,1990,,,8.37875610945852,,,,,,,
Eswatini,2020,,,71.046511627907,,,,,,,
Eswatini,2019,,,71.046511627907,,,,,,,
Eswatini,2018,,,71.046511627907,,,,,,,
Eswatini,2017,,,71.046511627907,,,,,,,
Eswatini,2016,,,71.046511627907,,,,,,,
Eswatini,2015,,,71.046511627907,,,,,,,
Eswatini,2014,,,71.046511627907,,,,,,,
Eswatini,2013,,,71.046511627907,,,,,,,
Eswatini,2012,,,71.046511627907,,,,,,,
Eswatini,2011,,,71.046511627907,,,,,,,
Eswatini,2010,,,71.046511627907,,,,,,,
Eswatini,2009,,,71.046511627907,,,,,,,
Eswatini,2008,,,71.1627906976744,,,,,,,
Eswatini,2007,,,71.1627906976744,,,,,,,
Eswatini,2006,,,71.1627906976744,,,,,,,
Eswatini,2005,,,71.1627906976744,,,,,,,
Eswatini,2004,,,71.1627906976744,,,,,,,
Eswatini,2003,,,71.1627906976744,,,,,,,
Eswatini,2002,,,71.1627906976744,,,,,,,
Eswatini,2001,,,71.1627906976744,,,,,,,
Eswatini,2000,,,71.1046511627907,,,,,,,
Eswatini,1999,,,71.1046511627907,,,,,,,
Eswatini,1998,,,71.1046511627907,,,,,,,
Eswatini,1997,,,71.1046511627907,,,,,,,
Eswatini,1996,,,71.046511627907,,,,,,,
Eswatini,1995,,,71.046511627907,,,,,,,
Eswatini,1994,,,71.046511627907,,,,,,,
Eswatini,1993,,,71.046511627907,,,,,,,
Eswatini,1992,,,71.1046511627907,,,,,,,
Eswatini,1991,,,71.3372093023256,,,,,,,
Eswatini,1990,,,71.9767441860465,,,,,,,
Tajikistan,2020,,,35.4204193385691,,,,,,,
Tajikistan,2019,,,35.4362706246848,,,,,,,
Tajikistan,2018,,,35.3887167663376,,,,,,,
Tajikistan,2017,,,35.3562936811009,,,,,,,
Tajikistan,2016,,,35.1278910584336,,,,,,,
Tajikistan,2015,,,34.9002089487715,,,,,,,
Tajikistan,2014,,,34.6735261481706,,,,,,,
Tajikistan,2013,,,34.156901971992,,,,,,,
Tajikistan,2012,,,33.9311231780509,,,,,,,
Tajikistan,2011,,,33.9582737925121,,,,,,,
Tajikistan,2010,,,33.9789939982852,,,,,,,
Tajikistan,2009,,,34.0054301228923,,,,,,,
Tajikistan,2008,,,33.7739354101172,,,,,,,
Tajikistan,2007,,,33.7882252072021,,,,,,,
Tajikistan,2006,,,33.8310945984567,,,,,,,
Tajikistan,2005,,,33.3809659902829,,,,,,,
Tajikistan,2004,,,33.2237782223492,,,,,,,
Tajikistan,2003,,,32.8379537010574,,,,,,,
Tajikistan,2002,,,32.6593312374964,,,,,,,
Tajikistan,2001,,,32.6736210345813,,,,,,,
Tajikistan,2000,,,32.6736210345813,,,,,,,
Tajikistan,1999,,,32.6378965418691,,,,,,,
Tajikistan,1998,,,32.4878536724779,,,,,,,
Tajikistan,1997,,,32.5950271506145,,,,,,,
Tajikistan,1996,,,32.7593598170906,,,,,,,
Tajikistan,1995,,,32.7379251214633,,,,,,,
Tajikistan,1994,,,31.9376964847099,,,,,,,
Tajikistan,1993,,,32.4592740783081,,,,,,,
Tajikistan,1992,,,32.0734495570163,,,,,,,
Tajikistan,1991,,,32.0734495570163,,,,,,,
